# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "featureGenecount.txt" "SRR10551657.fastqAligned.out.sorted.bam" "SRR10551658.fastqAligned.out.sorted.bam" "SRR10551659.fastqAligned.out.sorted.bam" "SRR10551660.fastqAligned.out.sorted.bam" "SRR10551661.fastqAligned.out.sorted.bam" "SRR10551662.fastqAligned.out.sorted.bam" "SRR10551663.fastqAligned.out.sorted.bam" "SRR10551664.fastqAligned.out.sorted.bam" "SRR10551665.fastqAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657.fastqAligned.out.sorted.bam	SRR10551658.fastqAligned.out.sorted.bam	SRR10551659.fastqAligned.out.sorted.bam	SRR10551660.fastqAligned.out.sorted.bam	SRR10551661.fastqAligned.out.sorted.bam	SRR10551662.fastqAligned.out.sorted.bam	SRR10551663.fastqAligned.out.sorted.bam	SRR10551664.fastqAligned.out.sorted.bam	SRR10551665.fastqAligned.out.sorted.bam
YBR067C	NC_001134.8	372103	372735	-	633	48	38	54	471	395	195	120	147	129
YBR068C	NC_001134.8	373861	375690	-	1830	89	47	63	465	388	316	80	88	97
YBR069C	NC_001134.8	376574	378433	-	1860	3	0	2	5	5	2	2	1	1
YNCB0014W	NC_001134.8	376610	378633	+	2024	1	1	0	11	21	7	2	5	3
YBR070C	NC_001134.8	379221	379934	-	714	44	24	29	60	43	41	41	41	41
YBR071W	NC_001134.8	380411	381046	+	636	63	41	27	108	88	90	31	50	44
YBR072W	NC_001134.8	382030	382674	+	645	5211	3792	4492	4331	7545	1875	242	374	234
YBR072C-A	NC_001134.8	382860	383021	-	162	17	9	17	5	7	3	3	8	6
YBR073W	NC_001134.8	383112	385988	+	2877	156	107	148	173	142	100	62	112	92
YBR074W	NC_001134.8	386286	389216	+	2931	106	64	41	259	123	131	174	234	227
YBR076W	NC_001134.8	390227	391291	+	1065	38	34	40	16	21	16	22	34	34
YBR077C	NC_001134.8	391805	392293	-	489	63	43	46	90	92	57	49	70	67
YBR078W	NC_001134.8;NC_001134.8	393123;393511	393180;394742	+;+	1290	560	366	396	1152	564	642	691	719	679
YBR079C	NC_001134.8	395383	398277	-	2895	182	116	108	264	198	109	129	130	166
YBR080C	NC_001134.8	398614	400890	-	2277	114	82	85	250	136	152	216	228	252
YBR081C	NC_001134.8	401253	405251	-	3999	240	170	150	275	341	74	169	219	243
YNCB0015W	NC_001134.8	405878	405949	+	72	1	0	0	0	0	0	0	0	0
YNCB0016W	NC_001134.8	405960	406031	+	72	0	0	0	0	0	0	0	0	0
YBR082C	NC_001134.8;NC_001134.8	406628;407123	407027;407169	-;-	447	907	599	694	897	1282	245	249	353	347
YBR083W	NC_001134.8	409169	410629	+	1461	70	49	51	35	47	18	22	31	37
YBR084W	NC_001134.8	411054	413981	+	2928	89	48	70	279	171	171	76	100	89
YBR084C-A	NC_001134.8;NC_001134.8	414186;415260	414753;415261	-;-	570	493	295	258	1047	768	433	405	540	547
YBR085W	NC_001134.8	415983	416906	+	924	5	2	0	3	6	1	9	3	4
YBR085C-A	NC_001134.8	418907	419164	-	258	189	156	179	436	442	194	444	533	639
YBR086C	NC_001134.8	420201	423041	-	2841	500	309	407	371	245	237	348	401	374
YBR087W	NC_001134.8	423765	424829	+	1065	33	29	31	120	60	49	35	48	46
YBR088C	NC_001134.8	424990	425766	-	777	184	130	125	150	103	78	40	47	48
YBR089C-A	NC_001134.8	426190	426489	-	300	340	266	292	167	194	87	89	120	114
YBR090C	NC_001134.8;NC_001134.8	426333;426874	426516;427058	-;-	369	9	8	9	10	11	4	3	4	6
YBR091C	NC_001134.8	427155	427484	-	330	43	33	48	83	79	40	18	18	22
YBR092C	NC_001134.8	427698	429101	-	1404	21	10	1	22	15	9	17	14	22
YBR093C	NC_001134.8	429548	430951	-	1404	35	10	21	25	29	15	50	56	43
YBR094W	NC_001134.8	432036	434297	+	2262	91	73	62	139	76	55	84	89	79
YBR095C	NC_001134.8	434406	435698	-	1293	96	87	87	153	153	53	54	74	69
YBR096W	NC_001134.8	436021	436713	+	693	58	39	40	112	84	70	46	59	66
YBR097W	NC_001134.8	436951	441315	+	4365	106	48	59	219	144	107	180	228	201
YBR098W	NC_001134.8	441515	443590	+	2076	132	82	122	173	255	83	142	168	119
YBR101C	NC_001134.8	443821	444693	-	873	1041	821	914	473	859	178	184	210	188
YBR102C	NC_001134.8	445062	447323	-	2262	55	36	36	100	73	48	67	72	90
YBR103W	NC_001134.8	447709	449316	+	1608	67	52	65	140	88	71	83	112	108
YBR104W	NC_001134.8	449667	450656	+	990	34	22	18	114	65	54	43	56	43
YBR105C	NC_001134.8	450881	451969	-	1089	372	271	404	186	184	117	214	251	252
YBR106W	NC_001134.8	452658	453224	+	567	407	307	297	925	735	506	364	487	444
YBR107C	NC_001134.8	453793	454530	-	738	15	16	14	59	55	43	41	62	53
YBR108W	NC_001134.8	454822	457665	+	2844	127	98	85	57	93	37	68	83	101
YBR109C	NC_001134.8	457919	458362	-	444	216	125	140	370	299	208	161	230	208
YBR110W	NC_001134.8	458872	460221	+	1350	81	45	52	145	77	64	52	75	58
YBR111C	NC_001134.8	461178	461873	-	696	388	280	312	346	334	158	376	457	497
YBR111W-A	NC_001134.8;NC_001134.8;NC_001134.8	462139;462290;462500	462209;462429;462579	+;+;+	291	52	18	29	71	73	11	33	56	60
YBR112C	NC_001134.8	462870	465770	-	2901	397	273	325	129	206	43	92	117	115
YBR114W	NC_001134.8	467248	469620	+	2373	332	213	296	164	163	69	124	141	134
YBR115C	NC_001134.8	469748	473926	-	4179	266	163	227	460	279	358	370	397	360
YBR117C	NC_001134.8	474392	476437	-	2046	733	501	588	30	43	13	84	110	84
YBR118W	NC_001134.8	477671	479047	+	1377	503	484	590	323	282	178	213	229	227
YBR119W	NC_001134.8;NC_001134.8	479338;479435	479345;480323	+;+	897	103	88	83	72	107	14	77	74	63
YBR120C	NC_001134.8	480435	480923	-	489	244	160	194	126	189	27	66	74	89
YBR121C	NC_001134.8	481364	483367	-	2004	411	258	264	555	455	284	305	360	323
YBR122C	NC_001134.8	483970	484503	-	534	312	213	230	278	301	139	138	133	159
YBR123C	NC_001134.8	484742	486691	-	1950	91	80	65	77	70	36	57	75	69
YBR125C	NC_001134.8	487199	488380	-	1182	70	49	41	108	80	88	45	52	43
YBR126C	NC_001134.8	488905	490392	-	1488	1111	757	818	464	469	282	720	789	690
YBR126W-A	NC_001134.8	490850	491056	+	207	283	200	233	117	147	44	71	128	116
YBR127C	NC_001134.8	491269	492822	-	1554	569	371	413	1230	668	908	1097	1178	1203
YBR128C	NC_001134.8	493081	494115	-	1035	59	44	50	50	50	18	48	78	68
YBR129C	NC_001134.8	494353	495339	-	987	61	56	60	104	101	59	66	101	88
YBR130C	NC_001134.8	495592	496869	-	1278	86	49	58	98	96	14	33	47	47
YBR131W	NC_001134.8	497163	499277	+	2115	30	24	25	49	39	25	54	62	73
YBR132C	NC_001134.8	499652	501442	-	1791	65	45	46	115	95	80	118	133	153
YBR133C	NC_001134.8	501804	504287	-	2484	92	71	63	140	124	96	119	130	111
YBR135W	NC_001134.8	504854	505306	+	453	54	34	53	38	74	22	24	32	21
YBR136W	NC_001134.8	505668	512774	+	7107	77	62	53	216	119	99	218	218	276
YBR137W	NC_001134.8	513044	513583	+	540	74	50	62	69	65	46	106	129	133
YBR138C	NC_001134.8	513762	515336	-	1575	75	48	53	52	41	33	82	89	71
YBR139W	NC_001134.8	515664	517190	+	1527	595	410	545	420	282	320	611	710	704
YBR140C	NC_001134.8	517350	526628	-	9279	688	508	479	905	577	501	1454	1513	1521
YBR141C	NC_001134.8	527025	528038	-	1014	13	19	14	28	18	14	19	11	21
YBR142W	NC_001134.8	528317	530638	+	2322	100	63	61	133	137	46	63	74	67
YBR143C	NC_001134.8	530869	532182	-	1314	163	95	104	458	253	205	212	236	247
YBR144C	NC_001134.8	533235	533549	-	315	1	1	1	4	2	0	1	2	4
YBR145W	NC_001134.8	533762	534817	+	1056	92	72	81	152	188	97	189	216	168
YBR146W	NC_001134.8	535260	536096	+	837	201	115	150	361	283	124	143	151	149
YBR147W	NC_001134.8	536575	537465	+	891	233	164	247	230	196	114	188	244	212
YBR148W	NC_001134.8	537876	539705	+	1830	320	236	248	76	124	13	74	104	126
YBR149W	NC_001134.8	539987	541021	+	1035	473	338	352	638	478	405	513	591	541
YBR150C	NC_001134.8	541209	544493	-	3285	109	72	84	101	107	60	143	152	154
YBR151W	NC_001134.8	545028	545978	+	951	323	205	234	314	245	165	291	349	277
YBR152W	NC_001134.8	546376	547251	+	876	48	29	35	23	37	8	11	14	27
YBR153W	NC_001134.8	547460	548194	+	735	23	17	9	46	52	23	32	48	33
YBR154C	NC_001134.8	548362	549009	-	648	76	55	34	118	93	37	29	38	52
YBR155W	NC_001134.8	549771	550928	+	1158	86	59	56	91	129	29	37	49	62
YBR156C	NC_001134.8	551104	553200	-	2097	69	39	44	44	53	15	21	29	34
YBR157C	NC_001134.8	553543	554310	-	768	29	22	19	8	24	4	19	20	24
YBR158W	NC_001134.8	556549	558198	+	1650	83	66	66	105	98	46	20	17	9
YBR159W	NC_001134.8	558685	559728	+	1044	113	94	111	385	294	198	180	205	205
YBR160W	NC_001134.8	560078	560974	+	897	37	32	14	59	59	26	27	35	33
YBR161W	NC_001134.8	561634	562764	+	1131	92	59	64	145	92	57	76	107	87
YBR162C	NC_001134.8	563203	564570	-	1368	391	279	291	767	382	514	111	80	89
YBR162W-A	NC_001134.8	565231	565428	+	198	290	204	193	169	249	54	50	70	89
YBR163W	NC_001134.8	565723	567480	+	1758	60	40	34	132	91	65	98	139	138
YBR164C	NC_001134.8	567875	568426	-	552	84	50	64	138	135	50	52	61	58
YBR165W	NC_001134.8	568852	569685	+	834	47	40	49	103	76	43	38	42	60
YBR166C	NC_001134.8	569842	571200	-	1359	55	47	38	147	90	66	71	94	87
YBR167C	NC_001134.8	571468	571890	-	423	19	25	30	45	43	5	21	45	45
YBR168W	NC_001134.8	572371	573612	+	1242	23	20	19	55	49	21	65	57	51
YBR169C	NC_001134.8	573915	575996	-	2082	1999	1584	1794	509	649	256	643	729	702
YBR170C	NC_001134.8	576344	578086	-	1743	71	39	36	200	111	107	126	133	142
YBR171W	NC_001134.8	578364	578984	+	621	46	31	50	59	61	25	22	37	35
YBR172C	NC_001134.8	579150	581372	-	2223	250	167	176	183	297	60	85	102	120
YBR173C	NC_001134.8	581726	582172	-	447	384	284	333	429	349	176	129	134	140
YBR175W	NC_001134.8	582408	583355	+	948	21	19	19	59	57	28	33	38	29
YBR176W	NC_001134.8	583720	584658	+	939	40	23	36	84	93	55	42	63	59
YBR177C	NC_001134.8	584807	586162	-	1356	356	321	343	204	228	135	245	265	247
YBR179C	NC_001134.8	586547	589114	-	2568	285	206	211	284	271	70	252	269	262
YBR180W	NC_001134.8	589741	591459	+	1719	39	18	18	9	16	8	6	8	13
YBR181C	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	208	151	183	538	298	312	152	213	186
YBR182C	NC_001134.8	593506	594864	-	1359	40	29	28	155	113	135	100	117	92
YBR182C-A	NC_001134.8	595361	595555	-	195	4	2	1	3	6	3	12	10	9
YBR183W	NC_001134.8	596115	597065	+	951	261	187	253	142	167	97	298	338	327
YBR184W	NC_001134.8	597363	598934	+	1572	12	11	10	12	16	4	3	3	6
YBR185C	NC_001134.8	599123	599959	-	837	141	93	81	237	167	128	60	64	81
YBR186W	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	26	16	29	36	87	24	58	62	65
YBR187W	NC_001134.8	602634	603476	+	843	51	37	43	118	76	60	71	81	75
YBR188C	NC_001134.8	603685	604107	-	423	47	22	25	56	80	12	32	36	39
YBR189W	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	578	333	325	901	663	450	203	258	226
YBR191W	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	357	256	233	759	467	383	239	276	270
YBR192W	NC_001134.8	607652	608785	+	1134	39	42	30	112	88	53	58	92	81
YBR193C	NC_001134.8	609082	609753	-	672	43	25	26	66	70	31	34	61	52
YBR194W	NC_001134.8	610038	610409	+	372	15	8	21	16	27	11	13	12	11
YBR195C	NC_001134.8	610614	611882	-	1269	26	24	15	53	43	32	49	65	55
YBR196C	NC_001134.8	612236	613900	-	1665	917	573	603	1121	904	731	2367	2640	2336
YBR196C-A	NC_001134.8	614024	614173	-	150	4	3	3	5	6	3	8	4	7
YBR196C-B	NC_001134.8	614526	614630	-	105	3	3	2	4	3	3	7	9	4
YBR197C	NC_001134.8	615203	615856	-	654	8	4	3	14	10	13	11	26	21
YBR198C	NC_001134.8	616127	618523	-	2397	191	156	127	107	152	65	107	125	124
YBR199W	NC_001134.8	618909	620303	+	1395	200	145	168	464	318	237	313	327	339
YBR200W	NC_001134.8	620872	622527	+	1656	83	47	48	165	131	65	93	92	117
YBR200W-A	NC_001134.8	622983	623147	+	165	6	5	1	12	7	8	9	14	7
YBR201W	NC_001134.8	623576	624211	+	636	58	35	44	77	122	20	38	43	55
YBR201C-A	NC_001134.8	624493	624696	-	204	556	428	470	150	197	73	161	206	210
YBR202W	NC_001134.8	625772	628309	+	2538	69	38	48	126	91	71	92	93	74
YBR203W	NC_001134.8	629168	631942	+	2775	209	158	188	366	276	238	514	648	635
YBR204C	NC_001134.8	632254	633381	-	1128	53	29	38	77	53	27	62	75	72
YBR205W	NC_001134.8	633622	634836	+	1215	91	63	61	171	102	93	98	94	86
YBR207W	NC_001134.8	635146	636543	+	1398	139	85	106	162	118	84	118	108	93
YBR208C	NC_001134.8	636703	642210	-	5508	243	156	162	797	432	659	1806	1817	1787
YBR209W	NC_001134.8	642583	642900	+	318	9	12	7	9	6	4	2	0	0
YNCB0017C	NC_001134.8	643007	643078	-	72	0	0	0	1	0	1	1	0	0
YNCB0018W	NC_001134.8	645167	645238	+	72	0	0	1	0	0	0	0	0	0
YBR210W	NC_001134.8	645550	645978	+	429	54	27	24	117	79	44	43	41	48
YBR211C	NC_001134.8	646158	647132	-	975	35	39	34	61	51	27	25	20	41
YBR212W	NC_001134.8	647886	649904	+	2019	38	28	39	75	58	45	120	123	123
YBR213W	NC_001134.8	650368	651192	+	825	22	7	13	11	16	14	3	13	10
YBR214W	NC_001134.8	651415	652998	+	1584	514	387	463	133	168	87	191	177	194
YBR215W	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	160	98	94	117	166	32	109	117	129
YBR216C	NC_001134.8	655576	657600	-	2025	58	39	32	149	91	110	111	134	124
YBR217W	NC_001134.8	657832	658392	+	561	21	7	12	26	24	7	18	17	20
YBR218C	NC_001134.8	658707	662249	-	3543	519	446	556	249	296	164	211	198	204
YBR219C	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	3	4	0	0	2	0	1	0	0
YBR220C	NC_001134.8	662995	664677	-	1683	17	4	12	42	37	24	39	40	40
YBR221C	NC_001134.8	665153	666253	-	1101	263	152	184	834	503	484	380	434	399
YBR221W-A	NC_001134.8	666538	666642	+	105	67	32	33	21	28	11	30	27	32
YBR222C	NC_001134.8	666720	668351	-	1632	349	200	213	465	355	316	460	495	435
YBR223C	NC_001134.8	668663	670297	-	1635	12	8	14	25	11	16	22	35	27
YBR225W	NC_001134.8	670627	673329	+	2703	90	72	62	114	65	56	125	140	155
YBR227C	NC_001134.8	673572	675134	-	1563	124	57	66	163	136	39	99	122	89
YBR228W	NC_001134.8	675313	676227	+	915	38	28	24	47	47	15	45	67	64
YBR229C	NC_001134.8	676357	679221	-	2865	145	95	105	228	148	116	145	199	200
YBR230C	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	948	669	850	782	815	344	470	550	544
YBR230W-A	NC_001134.8	680362	680562	+	201	499	341	493	181	289	76	41	73	90
YNCB0019C	NC_001134.8	680688	681862	-	1175	12706	10276	12403	10538	13005	16375	12935	14102	17811
YBR231C	NC_001134.8	682179	683090	-	912	57	33	36	38	28	18	40	55	48
YBR233W	NC_001134.8	683428	684669	+	1242	30	32	26	43	54	14	33	39	33
YBR233W-A	NC_001134.8	684977	685261	+	285	9	10	17	33	28	8	4	8	10
YBR234C	NC_001134.8	685438	686592	-	1155	213	138	166	257	198	156	220	219	236
YBR235W	NC_001134.8	686901	690263	+	3363	182	122	141	298	218	212	555	615	595
YBR236C	NC_001134.8	690383	691693	-	1311	43	37	29	88	54	42	40	60	56
YBR237W	NC_001134.8	691969	694518	+	2550	139	95	106	156	172	61	125	144	171
YBR238C	NC_001134.8	695107	697302	-	2196	40	40	38	86	35	33	143	138	161
YBR239C	NC_001134.8	698354	699943	-	1590	90	45	59	93	101	44	135	153	165
YBR240C	NC_001134.8	700490	701842	-	1353	38	38	45	17	23	12	58	84	71
YBR241C	NC_001134.8	702589	704055	-	1467	127	84	99	88	73	78	170	160	143
YBR242W	NC_001134.8	704670	705386	+	717	43	31	21	80	85	30	94	115	120
YBR243C	NC_001134.8	705447	706793	-	1347	35	22	28	53	42	27	39	37	36
YBR244W	NC_001134.8	707528	708016	+	489	11	7	9	8	16	10	10	22	22
YBR245C	NC_001134.8	708150	711539	-	3390	226	168	164	215	258	83	132	135	136
YBR246W	NC_001134.8	711591	712754	+	1164	15	19	14	57	44	33	30	36	27
YBR247C	NC_001134.8	713004	714455	-	1452	42	24	17	55	46	32	28	37	42
YBR248C	NC_001134.8	714807	716465	-	1659	75	52	59	151	105	97	65	76	51
YBR249C	NC_001134.8	716882	717994	-	1113	215	136	145	313	186	186	111	129	124
YBR250W	NC_001134.8	719033	720604	+	1572	21	16	11	6	11	5	5	5	6
YBR251W	NC_001134.8	721390	722313	+	924	111	69	75	112	123	42	50	58	71
YBR252W	NC_001134.8	722611	723054	+	444	40	26	24	40	40	25	16	11	18
YBR253W	NC_001134.8	723270	723635	+	366	93	70	74	87	113	30	32	50	58
YBR254C	NC_001134.8	723736	724263	-	528	38	27	19	75	56	48	37	43	44
YBR255W	NC_001134.8	724456	726540	+	2085	116	67	74	131	147	41	164	268	243
YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	157	95	112	152	157	60	84	94	104
YBR256C	NC_001134.8	727386	728102	-	717	527	400	487	409	434	139	120	134	161
YBR257W	NC_001134.8	728885	729724	+	840	93	53	59	44	87	18	40	55	44
YBR258C	NC_001134.8	729734	730162	-	429	29	11	14	21	29	6	15	16	18
YBR259W	NC_001134.8	730387	732453	+	2067	24	20	17	68	49	16	46	66	52
YBR260C	NC_001134.8	732639	734639	-	2001	94	73	81	87	84	48	81	89	96
YBR261C	NC_001134.8	734832	735530	-	699	38	24	32	64	39	32	28	41	36
YBR262C	NC_001134.8	735720	736040	-	321	215	171	160	222	256	107	80	79	101
YBR263W	NC_001134.8	736264	737736	+	1473	160	113	133	426	287	255	216	238	261
YBR264C	NC_001134.8	737770	738369	-	600	59	32	48	50	49	17	48	44	47
YBR265W	NC_001134.8	738582	739544	+	963	36	26	30	73	40	41	78	80	56
YBR267W	NC_001134.8	739841	741022	+	1182	53	16	23	56	47	28	25	28	37
YBR266C	NC_001134.8	739936	740388	-	453	0	0	0	0	0	0	0	0	0
YBR268W	NC_001134.8	741299	741616	+	318	184	122	129	146	163	78	53	73	63
YBR269C	NC_001134.8	742160	742576	-	417	225	198	204	109	126	94	70	93	69
YBR270C	NC_001134.8	742761	744398	-	1638	39	26	30	54	49	33	58	60	62
YBR271W	NC_001134.8	744852	746111	+	1260	26	24	20	71	64	38	33	43	27
YBR272C	NC_001134.8	746361	747803	-	1443	58	29	30	93	60	36	71	101	72
YBR273C	NC_001134.8	748061	749371	-	1311	171	103	111	153	158	85	122	169	142
YBR274W	NC_001134.8	749594	751177	+	1584	64	34	33	71	55	39	68	67	68
YBR275C	NC_001134.8	751356	757106	-	5751	117	68	70	123	134	54	93	141	141
YBR276C	NC_001134.8	757620	760043	-	2424	145	104	85	280	208	148	161	180	210
YBR278W	NC_001134.8	760294	760899	+	606	72	43	62	116	130	48	72	74	93
YBR279W	NC_001134.8	761257	762594	+	1338	232	185	243	170	321	45	48	76	90
YBR280C	NC_001134.8	762784	764697	-	1914	71	49	47	63	48	54	94	93	69
YBR281C	NC_001134.8	764970	767606	-	2637	46	32	26	174	90	95	75	81	89
YBR282W	NC_001134.8	768240	768680	+	441	122	95	113	110	142	28	43	67	66
YBR283C	NC_001134.8	768943	770415	-	1473	246	175	227	328	285	198	235	212	177
YBR284W	NC_001134.8	771239	773632	+	2394	156	118	148	71	74	42	78	67	80
YBR285W	NC_001134.8	773922	774356	+	435	65	45	59	54	74	22	39	53	53
YBR286W	NC_001134.8	774700	776313	+	1614	2318	1829	2106	790	733	468	834	1001	927
YBR287W	NC_001134.8	776571	777854	+	1284	435	352	392	580	416	492	639	648	606
YBR288C	NC_001134.8	778012	779463	-	1452	55	43	38	103	94	56	46	64	62
YBR289W	NC_001134.8	779667	782384	+	2718	103	64	51	90	108	62	67	126	96
YBR290W	NC_001134.8	782591	783556	+	966	382	286	297	266	313	63	135	191	209
YBR291C	NC_001134.8	783673	784572	-	900	38	24	25	46	38	36	37	46	40
YBR292C	NC_001134.8	784702	785073	-	372	15	10	19	5	18	4	10	11	13
YBR293W	NC_001134.8	787006	788430	+	1425	24	17	18	60	51	36	47	31	38
YBR294W	NC_001134.8	789235	791814	+	2580	79	46	68	451	374	336	76	99	104
YBR295W	NC_001134.8	792849	796499	+	3651	58	49	50	191	118	143	225	217	228
YBR296C	NC_001134.8	796798	798522	-	1725	5	6	9	10	3	7	0	2	1
YBR296C-A	NC_001134.8	800123	800242	-	120	2	0	0	1	4	0	0	0	0
YBR297W	NC_001134.8	800523	801929	+	1407	125	78	69	160	174	109	67	68	78
YBR298C	NC_001134.8	802631	804475	-	1845	448	319	435	244	304	134	160	173	130
YBR298C-A	NC_001134.8	805035	805256	-	222	2	1	1	1	1	4	1	0	1
YBR299W	NC_001134.8	805351	807105	+	1755	8	8	11	17	17	10	1	3	0
YBR301W	NC_001134.8	809057	809419	+	363	0	1	1	0	3	0	1	0	0
YBR302C	NC_001134.8	810340	811479	-	1140	0	0	0	0	0	0	0	0	0
YCL075W	NC_001135.5	2126	2566	+	441	1	0	0	3	2	6	15	21	26
YCL074W	NC_001135.5	2824	3750	+	927	6	4	4	17	20	7	58	53	62
YCL073C	NC_001135.5	6479	8326	-	1848	2	3	4	2	3	1	4	2	2
YCL069W	NC_001135.5	9706	11082	+	1377	5	4	5	8	7	6	12	17	9
YCL068C	NC_001135.5	11503	12285	-	783	0	1	0	0	0	0	0	0	0
YCL067C	NC_001135.5	12386	13018	-	633	0	1	0	0	0	0	0	0	0
YCL066W	NC_001135.5	13282	13809	+	528	0	1	0	0	0	0	0	0	0
YCL064C	NC_001135.5	15798	16880	-	1083	29	18	25	109	73	75	233	259	243
YCL063W	NC_001135.5	17290	18561	+	1272	23	16	9	33	18	12	6	9	17
YCL061C	NC_001135.5	18816	22106	-	3291	97	64	50	104	159	19	55	74	94
YCL059C	NC_001135.5	22429	23379	-	951	87	65	64	138	178	41	102	130	150
YCL058C	NC_001135.5	23523	23981	-	459	207	117	130	63	114	33	51	42	45
YCL058W-A	NC_001135.5	23584	23925	+	342	0	0	0	0	0	0	0	0	0
YCL057C-A	NC_001135.5	24032	24325	-	294	1119	773	836	639	889	284	301	362	338
YCL057W	NC_001135.5	24768	26906	+	2139	148	78	120	224	151	114	161	182	167
YCL056C	NC_001135.5	26925	27359	-	435	63	48	45	54	66	14	44	68	72
YCL055W	NC_001135.5	27929	28936	+	1008	23	22	11	35	34	15	20	23	30
YCL054W-A	NC_001135.5	30910	30996	+	87	2	2	1	0	1	0	0	0	0
YCL054W	NC_001135.5	31449	33974	+	2526	100	61	75	109	134	33	51	58	81
YCL052C	NC_001135.5	34143	35393	-	1251	98	62	75	177	148	109	232	248	245
YCL051W	NC_001135.5	35865	37616	+	1752	93	75	77	83	98	32	101	113	109
YCL050C	NC_001135.5	37836	38801	-	966	238	156	180	282	329	118	198	216	209
YCL049C	NC_001135.5	39786	40724	-	939	34	41	39	88	68	41	137	147	138
YCL048W-A	NC_001135.5	41488	41727	+	240	5	2	3	4	12	3	60	54	55
YCL048W	NC_001135.5	42165	43556	+	1392	5	2	2	9	1	1	8	13	16
YCL047C	NC_001135.5	43661	44437	-	777	20	9	13	24	25	16	41	31	47
YCL045C	NC_001135.5	44623	46905	-	2283	85	61	70	246	166	146	200	233	253
YCL044C	NC_001135.5	47111	48364	-	1254	24	15	24	50	37	25	19	23	22
YCL043C	NC_001135.5	48653	50221	-	1569	624	460	528	891	789	556	316	378	325
YCL042W	NC_001135.5	50584	50943	+	360	8	7	12	4	6	3	0	2	0
YCL040W	NC_001135.5	50838	52340	+	1503	512	463	554	554	539	397	800	878	710
YCL039W	NC_001135.5	52645	54882	+	2238	80	72	71	48	54	30	78	99	92
YCL038C	NC_001135.5	54941	56527	-	1587	84	46	80	203	110	138	341	318	280
YCL037C	NC_001135.5	57374	58678	-	1305	35	23	24	63	46	20	43	34	52
YCL036W	NC_001135.5	59026	60726	+	1701	20	20	14	41	24	19	48	65	58
YCL035C	NC_001135.5	60841	61173	-	333	1293	948	1089	519	668	255	227	355	389
YCL034W	NC_001135.5	61658	62722	+	1065	110	76	100	120	110	75	186	215	218
YCL033C	NC_001135.5	62776	63282	-	507	43	35	39	58	58	52	98	137	100
YCL032W	NC_001135.5	63441	64481	+	1041	29	20	29	58	42	30	58	85	93
YCL031C	NC_001135.5	64675	65568	-	894	67	44	43	67	100	13	31	57	80
YCL030C	NC_001135.5	65934	68333	-	2400	209	178	179	239	283	147	210	231	189
YCL029C	NC_001135.5	68599	69921	-	1323	21	7	10	48	33	10	30	29	35
YCL028W	NC_001135.5	70150	71367	+	1218	72	59	59	149	114	70	99	102	77
YCL027W	NC_001135.5	71803	73341	+	1539	12	15	7	16	25	6	15	10	23
YCL026C-B	NC_001135.5	73405	73986	-	582	65	38	49	125	93	59	33	32	29
YCL026C-A	NC_001135.5	74704	75285	-	582	2	3	4	34	20	23	1	1	0
YCL025C	NC_001135.5	76018	77919	-	1902	504	298	316	2641	1487	2121	221	178	172
YCL024W	NC_001135.5	79162	82275	+	3114	132	86	87	157	187	44	87	98	105
YNCC0001C	NC_001135.5	82462	82533	-	72	0	0	0	0	0	0	0	0	0
YCL021W-A	NC_001135.5	83620	83997	+	378	3	3	1	10	7	9	7	12	13
YCL019W	NC_001135.5	85102	90415	+	5314	0	1	0	0	0	0	0	0	0
YCL020W	NC_001135.5	85102	86418	+	1317	0	0	0	0	0	0	0	0	0
YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	0	0	0	0	0	0	0	0	0
YCL018W	NC_001135.5	91324	92418	+	1095	92	56	73	245	171	208	771	813	656
YCL017C	NC_001135.5	92777	94270	-	1494	191	108	140	384	256	300	408	412	401
YCL016C	NC_001135.5	94621	95763	-	1143	13	9	9	37	29	21	32	52	34
YCL014W	NC_001135.5	96281	101191	+	4911	128	77	68	120	100	61	140	163	171
YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	123	112	127	41	50	29	88	108	92
YCL011C	NC_001135.5	102075	103358	-	1284	152	83	117	142	143	77	147	173	174
YCL010C	NC_001135.5	103571	104350	-	780	24	23	17	27	32	25	29	42	38
YCL009C	NC_001135.5	104619	105548	-	930	147	102	156	67	67	86	56	54	47
YCL008C	NC_001135.5	105696	106853	-	1158	27	13	20	21	20	13	29	21	18
YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	199	138	140	90	116	44	79	120	107
